L,a,b,term
20.54,-13.39,-9.92,G
41.22,-19.48,36.56,G
91.08,-16.65,44.66,G
20.54,35.15,15.44,S
61.7,-52.22,16.26,G
61.7,5.87,68.59,S
41.22,4.42,40.43,S
41.22,-39.09,-8.33,G
51.57,-40.14,52.84,G
91.08,-13.13,7.63,G
51.57,-63.28,28.95,G
20.54,10.16,21.44,S
91.08,-10.76,13.38,G
51.57,13.12,63.99,S
30.77,-27.32,-6.72,G
20.54,25.15,16.6,S
30.77,-10.05,24.97,G
51.57,-51.99,4.46,G
81.35,-33.63,8.67,G
41.22,-0.21,42.37,S
41.22,-54.08,14.27,G
61.7,-21.81,70.54,G
51.57,-36.19,-11.99,G
30.77,28.16,36.05,S
61.7,-39.17,-5.88,G
20.54,-14.85,15.25,G
30.77,-29.07,-1.92,G
81.35,-42.41,23.78,G
71.6,-40.91,1.15,G
91.08,-14.67,29.61,G
30.77,-39.23,16.6,G
41.22,32.37,46.62,S
71.6,-51.55,27.69,G
20.54,-27.43,4.26,G
51.57,-25.02,50.55,G
41.22,-41.21,-2.07,G
61.7,-55.94,49.19,G
30.77,18.18,30.27,S
51.57,5.33,54.9,S
91.08,-13.22,3.82,G
41.22,9.31,37.8,S
51.57,-52.69,9.7,G
51.57,-51.2,-1.36,G
51.57,-18.37,55.88,G
81.35,-40.58,54.46,G
30.77,-3.32,26.87,G
61.7,-52.09,10.63,G
71.6,-46.7,41.31,G
51.57,-38.59,-7,G
51.57,-11.71,58.46,G
30.77,-39.18,2.14,G
30.77,-27.26,20.69,G
41.22,17.04,45.95,S
81.35,-33.04,4.96,G
61.7,-46.97,64.65,G
41.22,22.15,41.13,S
20.54,-16.13,-4.67,G
20.54,-27.79,7.33,G
51.57,-56.86,49.22,G
71.6,-41.95,14.43,G
51.57,29.45,64.44,S
81.35,-18.27,-7.01,G
71.6,-40.28,53.23,G
20.54,-26.87,1.22,G
41.22,-38.39,31.53,G
61.7,-29.22,-21.27,G
61.7,-51.58,26.3,G
20.54,-17.35,7.46,G
61.7,14.45,76.93,S
30.77,9.51,37.16,S
41.22,-33.18,41.15,G
61.7,-33.16,-16.42,G
81.35,-33.8,12.41,G
41.22,-9.31,43.05,G
20.54,36.82,3.13,S
41.22,-53.43,8.61,G
20.54,-16.46,11.28,G
51.57,-32.36,-17.71,G
61.7,-30.13,65.11,G
71.6,-39.21,-4.56,G
51.57,-52.87,15.46,G
20.54,-15.07,-7.11,G
20.54,3.62,11.09,S
81.35,-21.19,-1.35,G
30.77,-13.04,21.97,G
20.54,-0.11,12.03,S
30.77,-25.67,-10.89,G
20.54,13.28,18.21,S
61.7,-51.88,5.51,G
41.22,-53.57,23.28,G
81.35,-30.49,65.57,G
20.54,-17.18,-1.47,G
30.77,-6.44,26.57,G
41.22,51.06,58.81,S
30.77,-39.62,10.61,G
20.54,15.99,14.49,S
61.7,-36.77,-10.9,G
30.77,-23.96,27.29,G
71.6,-34.49,79.15,G
71.6,-41.54,5.41,G
61.7,-41.11,0.19,G
81.35,-38.45,34.02,G
30.77,3.1,25.71,S
41.22,-52.68,3.36,G
30.77,13.89,33.8,S
71.6,-41.85,9.77,G
41.22,-36.33,-13.61,G
41.22,-14.57,40.52,G
30.77,-49.93,6.94,G
41.22,-19.48,36.56,G
20.54,35.15,15.44,S
61.7,-52.22,16.26,G
41.22,4.42,40.43,S
71.6,-25.13,-11.03,G
41.22,-39.09,-8.33,G
20.54,36.64,9.24,S
51.57,-40.14,52.84,G
81.35,-32.18,1.81,G
51.57,-63.28,28.95,G
20.54,10.16,21.44,S
30.77,-27.32,-6.72,G
20.54,25.15,16.6,S
81.35,-26.04,85.63,G
30.77,-10.05,24.97,G
61.7,-14.02,73.17,G
51.57,-51.99,4.46,G
51.57,-6.4,58.71,S
81.35,-33.63,8.67,G
41.22,-0.21,42.37,S
41.22,-54.08,14.27,G
61.7,-21.81,70.54,G
51.57,-36.19,-11.99,G
30.77,28.16,36.05,S
20.54,35.97,-6.33,S
61.7,-39.17,-5.88,G
20.54,-14.85,15.25,G
30.77,-29.07,-1.92,G
81.35,-42.41,23.78,G
71.6,-40.91,1.15,G
30.77,40.89,36.03,S
30.77,-39.23,16.6,G
41.22,32.37,46.62,S
71.6,-51.55,27.69,G
20.54,-27.43,4.26,G
51.57,-25.02,50.55,G
41.22,-41.21,-2.07,G
61.7,-55.94,49.19,G
30.77,18.18,30.27,S
51.57,5.33,54.9,S
41.22,9.31,37.8,S
51.57,-52.69,9.7,G
51.57,-51.2,-1.36,G
51.57,-18.37,55.88,G
81.35,-40.58,54.46,G
61.7,-52.09,10.63,G
71.6,-46.7,41.31,G
51.57,-38.59,-7,G
51.57,-11.71,58.46,G
30.77,-39.18,2.14,G
30.77,-27.26,20.69,G
41.22,17.04,45.95,S
81.35,-19.64,-4.3,G
81.35,-33.04,4.96,G
61.7,-46.97,64.65,G
41.22,22.15,41.13,S
20.54,-16.13,-4.67,G
20.54,-27.79,7.33,G
51.57,-56.86,49.22,G
30.77,-0.15,26.58,S
41.22,-24.01,-14.24,G
71.6,-41.95,14.43,G
81.35,-18.27,-7.01,G
71.6,-40.28,53.23,G
20.54,-26.87,1.22,G
41.22,-38.39,31.53,G
61.7,-29.22,-21.27,G
61.7,-51.58,26.3,G
51.57,-0.03,0.04,S
20.54,-17.35,7.46,G
71.6,-22.32,-14.67,G
30.77,9.51,37.16,S
41.22,-33.18,41.15,G
61.7,-33.16,-16.42,G
30.77,-22.84,-15.29,G
51.57,-0.48,57.27,S
20.54,-11.72,-12.03,G
81.35,-33.8,12.41,G
41.22,-9.31,43.05,S
20.54,36.82,3.13,S
41.22,-53.43,8.61,G
81.35,-13.22,-11.59,G
20.54,-16.46,11.28,G
51.57,-32.36,-17.71,G
71.6,-39.21,-4.56,G
51.57,-52.87,15.46,G
20.54,-15.07,-7.11,G
81.35,-21.19,-1.35,G
41.22,-4.87,43.26,S
91.08,-12.69,1.23,G
30.77,-13.04,21.97,G
30.77,-25.67,-10.89,G
30.77,47.34,12.58,S
81.35,-10.44,-12.79,G
61.7,-51.88,5.51,G
41.22,-53.57,23.28,G
41.22,-20.46,-17.64,G
20.54,-17.18,-1.47,G
30.77,-39.62,10.61,G
20.54,15.99,14.49,S
61.7,-36.77,-10.9,G
30.77,-23.96,27.29,G
71.6,-41.54,5.41,G
61.7,-41.11,0.19,G
81.35,-38.45,34.02,G
41.22,-52.68,3.36,G
30.77,13.89,33.8,S
71.6,-41.85,9.77,G
41.22,-36.33,-13.61,G
41.22,-14.57,40.52,G
30.77,-49.93,6.94,G
41.22,-19.48,36.56,G
20.54,35.15,15.44,S
61.7,-52.22,16.26,G
20.54,36.42,-2.08,S
41.22,4.42,40.43,S
51.57,19.79,58.75,S
71.6,-25.13,-11.03,G
41.22,-39.09,-8.33,G
20.54,36.64,9.24,S
51.57,-40.14,52.84,G
81.35,-32.18,1.81,G
51.57,-63.28,28.95,G
51.57,13.12,63.99,S
30.77,-27.32,-6.72,G
20.54,25.15,16.6,S
30.77,-10.05,24.97,G
61.7,-14.02,73.17,G
51.57,-51.99,4.46,G
81.35,-33.63,8.67,G
41.22,-0.21,42.37,S
41.22,-54.08,14.27,G
51.57,-36.19,-11.99,G
30.77,28.16,36.05,S
61.7,-39.17,-5.88,G
20.54,-14.85,15.25,G
30.77,-29.07,-1.92,G
81.35,-42.41,23.78,G
71.6,-40.91,1.15,G
30.77,40.89,36.03,S
30.77,-39.23,16.6,G
41.22,32.37,46.62,S
71.6,-51.55,27.69,G
20.54,-27.43,4.26,G
51.57,-25.02,50.55,G
41.22,-41.21,-2.07,G
61.7,-55.94,49.19,G
30.77,18.18,30.27,S
71.6,-27.52,-7.11,G
41.22,9.31,37.8,S
51.57,-52.69,9.7,G
51.57,-51.2,-1.36,G
51.57,-18.37,55.88,G
81.35,-40.58,54.46,G
51.57,-27.95,-22.24,G
30.77,-3.32,26.87,S
61.7,-52.09,10.63,G
71.6,-46.7,41.31,G
51.57,-38.59,-7,G
30.77,-39.18,2.14,G
30.77,-27.26,20.69,G
41.22,17.04,45.95,S
81.35,-19.64,-4.3,G
81.35,-33.04,4.96,G
81.35,14.87,30.96,S
61.7,-46.97,64.65,G
30.77,47.63,5.24,S
41.22,22.15,41.13,S
20.54,-27.79,7.33,G
61.7,46.38,35.47,S
51.57,-56.86,49.22,G
71.6,-41.95,14.43,G
51.57,29.45,64.44,S
71.6,-40.28,53.23,G
71.6,38.22,29.22,S
20.54,-26.87,1.22,G
41.22,52.58,-0.05,S
41.22,-38.39,31.53,G
61.7,-51.58,26.3,G
20.54,-17.35,7.46,G
30.77,9.51,37.16,S
41.22,-33.18,41.15,G
30.77,-22.84,-15.29,S
81.35,-33.8,12.41,G
41.22,-9.31,43.05,G
20.54,36.82,3.13,S
41.22,-53.43,8.61,G
20.54,-16.46,11.28,G
51.57,40.53,69.04,S
61.7,-30.13,65.11,G
71.6,-39.21,-4.56,G
51.57,-52.87,15.46,G
20.54,-15.07,-7.11,G
71.6,-24.87,85.15,G
81.35,-21.19,-1.35,G
41.22,-4.87,43.26,S
30.77,-13.04,21.97,G
30.77,-25.67,-10.89,G
20.54,13.28,18.21,S
61.7,-51.88,5.51,G
61.7,49.15,56.82,S
41.22,-53.57,23.28,G
81.35,-30.49,65.57,G
61.7,44.69,79.79,S
20.54,-17.18,-1.47,G
30.77,-6.44,26.57,G
41.22,51.06,58.81,S
30.77,-39.62,10.61,G
20.54,15.99,14.49,S
30.77,-23.96,27.29,G
71.6,-34.49,79.15,G
71.6,-41.54,5.41,G
61.7,-41.11,0.19,G
81.35,-38.45,34.02,G
41.22,-52.68,3.36,G
30.77,13.89,33.8,S
81.35,14.98,47.04,S
71.6,-41.85,9.77,G
41.22,-36.33,-13.61,G
41.22,-14.57,40.52,G
30.77,-49.93,6.94,G
20.54,-13.39,-9.92,G
41.22,-19.48,36.56,G
61.7,-52.22,16.26,G
61.7,5.87,68.59,S
41.22,4.42,40.43,S
51.57,19.79,58.75,S
41.22,-39.09,-8.33,G
20.54,36.64,9.24,S
51.57,-40.14,52.84,G
81.35,-32.18,1.81,G
51.57,-63.28,28.95,G
51.57,13.12,63.99,S
30.77,-27.32,-6.72,G
20.54,25.15,16.6,S
71.6,32.89,77.02,S
81.35,-26.04,85.63,G
30.77,-10.05,24.97,G
61.7,-14.02,73.17,G
51.57,-51.99,4.46,G
51.57,-6.4,58.71,S
81.35,-33.63,8.67,G
41.22,-0.21,42.37,S
41.22,-54.08,14.27,G
61.7,-21.81,70.54,G
30.77,28.16,36.05,S
61.7,-39.17,-5.88,G
20.54,-14.85,15.25,G
30.77,-29.07,-1.92,G
81.35,-42.41,23.78,G
71.6,-40.91,1.15,G
30.77,40.89,36.03,S
61.7,29.38,64.4,S
30.77,-39.23,16.6,G
41.22,32.37,46.62,S
71.6,-51.55,27.69,G
61.7,22.09,71.31,S
20.54,-27.43,4.26,G
61.7,-7.92,73.21,G
51.57,-25.02,50.55,G
41.22,-41.21,-2.07,G
61.7,-55.94,49.19,G
30.77,18.18,30.27,S
51.57,5.33,54.9,S
91.08,-13.22,3.82,G
41.22,9.31,37.8,S
51.57,-52.69,9.7,G
51.57,-51.2,-1.36,G
51.57,-18.37,55.88,G
81.35,-40.58,54.46,G
61.7,-52.09,10.63,G
71.6,-46.7,41.31,G
51.57,-38.59,-7,G
71.6,30.67,44.56,S
51.57,-11.71,58.46,G
30.77,-39.18,2.14,G
30.77,-27.26,20.69,G
41.22,17.04,45.95,S
81.35,-33.04,4.96,G
61.7,-46.97,64.65,G
30.77,47.63,5.24,S
41.22,22.15,41.13,S
20.54,-16.13,-4.67,G
20.54,-27.79,7.33,G
51.57,-56.86,49.22,G
71.6,-41.95,14.43,G
81.35,-18.27,-7.01,G
71.6,-40.28,53.23,G
20.54,-26.87,1.22,G
41.22,-38.39,31.53,G
61.7,-51.58,26.3,G
20.54,-17.35,7.46,G
30.77,9.51,37.16,S
41.22,-33.18,41.15,G
81.35,-33.8,12.41,G
41.22,-9.31,43.05,G
41.22,-53.43,8.61,G
20.54,-16.46,11.28,G
61.7,-30.13,65.11,G
51.57,-52.87,15.46,G
20.54,-15.07,-7.11,G
20.54,3.62,11.09,S
41.22,-4.87,43.26,G
30.77,-13.04,21.97,G
20.54,13.28,18.21,S
61.7,-51.88,5.51,G
41.22,-53.57,23.28,G
81.35,-30.49,65.57,G
20.54,-17.18,-1.47,G
30.77,-6.44,26.57,G
30.77,-39.62,10.61,G
20.54,15.99,14.49,S
30.77,-23.96,27.29,G
71.6,-34.49,79.15,G
71.6,-41.54,5.41,G
61.7,-41.11,0.19,G
81.35,-38.45,34.02,G
30.77,3.1,25.71,S
41.22,-52.68,3.36,G
30.77,13.89,33.8,S
71.6,-41.85,9.77,G
41.22,-14.57,40.52,G
30.77,-49.93,6.94,G
41.22,-19.48,36.56,G
61.7,-52.22,16.26,G
41.22,4.42,40.43,S
41.22,-39.09,-8.33,G
51.57,-40.14,52.84,G
51.57,-63.28,28.95,G
20.54,10.16,21.44,S
20.54,25.15,16.6,S
30.77,-10.05,24.97,G
61.7,-14.02,73.17,G
51.57,-51.99,4.46,G
51.57,-6.4,58.71,G
81.35,-33.63,8.67,G
41.22,-0.21,42.37,G
41.22,-54.08,14.27,G
61.7,-21.81,70.54,G
30.77,28.16,36.05,S
20.54,-14.85,15.25,G
30.77,-29.07,-1.92,G
81.35,-42.41,23.78,G
71.6,-40.91,1.15,G
30.77,40.89,36.03,S
30.77,-39.23,16.6,G
41.22,32.37,46.62,S
71.6,-51.55,27.69,G
20.54,-27.43,4.26,G
51.57,-25.02,50.55,G
41.22,-41.21,-2.07,G
61.7,-55.94,49.19,G
30.77,18.18,30.27,S
41.22,9.31,37.8,S
51.57,-52.69,9.7,G
51.57,-51.2,-1.36,G
51.57,-18.37,55.88,G
81.35,-40.58,54.46,G
61.7,-52.09,10.63,G
71.6,-46.7,41.31,G
51.57,-38.59,-7,G
51.57,-11.71,58.46,G
30.77,-39.18,2.14,G
30.77,-27.26,20.69,G
41.22,17.04,45.95,S
81.35,-19.64,-4.3,G
20.54,24.14,-14.33,S
81.35,-33.04,4.96,G
61.7,-46.97,64.65,G
41.22,22.15,41.13,S
20.54,-16.13,-4.67,G
20.54,-27.79,7.33,G
20.54,-1.74,11.57,G
51.57,-56.86,49.22,G
61.7,49.38,2.78,S
30.77,-0.15,26.58,G
71.6,-41.95,14.43,G
71.6,-40.28,53.23,G
20.54,-26.87,1.22,G
41.22,-38.39,31.53,G
61.7,-51.58,26.3,G
20.54,-17.35,7.46,G
41.22,-33.18,41.15,G
71.6,32.18,12.57,S
81.35,-33.8,12.41,G
61.7,38.67,-11.63,S
41.22,-9.31,43.05,G
41.22,-53.43,8.61,G
20.54,-16.46,11.28,G
61.7,-30.13,65.11,G
81.35,22.67,17.48,S
51.57,-52.87,15.46,G
71.6,38.97,-10.98,S
20.54,-15.07,-7.11,G
81.35,-21.19,-1.35,G
30.77,46.25,-9.51,S
30.77,-13.04,21.97,G
61.7,-51.88,5.51,G
41.22,-53.57,23.28,G
20.54,-17.18,-1.47,G
30.77,-6.44,26.57,G
41.22,51.06,58.81,S
30.77,-39.62,10.61,G
61.7,-36.77,-10.9,G
30.77,-23.96,27.29,G
71.6,-41.54,5.41,G
61.7,-41.11,0.19,G
81.35,-38.45,34.02,G
71.6,31.7,17.23,S
30.77,3.1,25.71,S
41.22,-52.68,3.36,G
71.6,-41.85,9.77,G
41.22,-36.33,-13.61,G
41.22,-14.57,40.52,G
30.77,-49.93,6.94,G
41.22,-19.48,36.56,G
81.35,-16.44,-9.33,G
61.7,-52.22,16.26,G
61.7,5.87,68.59,S
41.22,4.42,40.43,S
81.35,23.53,-0.96,S
41.22,-39.09,-8.33,G
51.57,-40.14,52.84,G
81.35,-32.18,1.81,G
51.57,-63.28,28.95,G
20.54,10.16,21.44,S
30.77,-27.32,-6.72,G
20.54,25.15,16.6,S
30.77,-10.05,24.97,G
61.7,-14.02,73.17,G
51.57,-51.99,4.46,G
81.35,-33.63,8.67,G
41.22,-54.08,14.27,G
51.57,-36.19,-11.99,G
71.6,32.47,2.76,S
20.54,-14.85,15.25,G
30.77,-29.07,-1.92,G
81.35,-42.41,23.78,G
71.6,-40.91,1.15,G
30.77,-39.23,16.6,G
41.22,32.37,46.62,S
71.6,-51.55,27.69,G
20.54,-27.43,4.26,G
51.57,-25.02,50.55,G
41.22,-41.21,-2.07,G
61.7,-55.94,49.19,G
41.22,9.31,37.8,S
51.57,-52.69,9.7,G
51.57,-51.2,-1.36,G
51.57,-18.37,55.88,G
81.35,-40.58,54.46,G
30.77,-3.32,26.87,G
61.7,-52.09,10.63,G
71.6,-46.7,41.31,G
51.57,-38.59,-7,G
30.77,44.87,-16.65,S
51.57,-11.71,58.46,G
30.77,-39.18,2.14,G
30.77,-27.26,20.69,G
81.35,-19.64,-4.3,G
81.35,-33.04,4.96,G
61.7,-46.97,64.65,G
30.77,47.63,5.24,S
20.54,-16.13,-4.67,G
20.54,-27.79,7.33,G
81.35,18.74,-12.74,S
61.7,-16.81,-28.31,G
51.57,-56.86,49.22,G
51.57,31.24,-29.94,S
41.22,-24.01,-14.24,G
71.6,-41.95,14.43,G
51.57,29.45,64.44,S
71.6,-40.28,53.23,G
20.54,-26.87,1.22,G
41.22,-38.39,31.53,G
61.7,-51.58,26.3,G
20.54,-17.35,7.46,G
20.54,22.74,-16.65,S
30.77,46.93,-2.51,S
41.22,-33.18,41.15,G
30.77,-22.84,-15.29,G
30.77,46.08,20.6,S
51.57,59.69,1.53,S
81.35,-33.8,12.41,G
61.7,38.67,-11.63,S
41.22,-9.31,43.05,G
20.54,36.82,3.13,S
41.22,-53.43,8.61,G
51.57,-32.36,-17.71,G
61.7,-30.13,65.11,G
51.57,-52.87,15.46,G
71.6,38.97,-10.98,S
20.54,-15.07,-7.11,G
81.35,-21.19,-1.35,G
30.77,46.25,-9.51,S
41.22,36.48,-25.75,S
91.08,-12.69,1.23,G
51.57,59.79,10.72,S
30.77,-25.67,-10.89,G
30.77,47.34,12.58,S
61.7,-51.88,5.51,G
41.22,-53.57,23.28,G
41.22,-20.46,-17.64,G
61.7,44.69,79.79,S
30.77,-39.62,10.61,G
61.7,-36.77,-10.9,G
71.6,-34.49,79.15,G
71.6,-41.54,5.41,G
61.7,-41.11,0.19,G
81.35,-38.45,34.02,G
61.7,-13.07,-37.55,G
41.22,-52.68,3.36,G
71.6,-41.85,9.77,G
41.22,-36.33,-13.61,G
30.77,-49.93,6.94,G
20.54,-13.39,-9.92,G
41.22,-19.48,36.56,G
61.7,49.67,10.71,S
20.54,35.15,15.44,S
61.7,-52.22,16.26,G
51.57,19.79,58.75,S
71.6,-25.13,-11.03,G
41.22,-39.09,-8.33,G
71.6,-15.98,87.62,G
51.57,-40.14,52.84,G
71.6,-18.37,-18.07,G
51.57,-63.28,28.95,G
51.57,48.98,-15.95,S
51.57,13.12,63.99,S
30.77,-27.32,-6.72,G
81.35,-26.04,85.63,G
61.7,-14.02,73.17,G
51.57,-51.99,4.46,G
51.57,-6.4,58.71,G
81.35,-33.63,8.67,G
41.22,-54.08,14.27,G
61.7,-21.81,70.54,G
81.35,18.52,26.72,S
51.57,-36.19,-11.99,G
61.7,-39.17,-5.88,G
30.77,-29.07,-1.92,G
81.35,-42.41,23.78,G
71.6,-40.91,1.15,G
30.77,40.89,36.03,S
61.7,29.38,64.4,S
30.77,-39.23,16.6,G
41.22,32.37,46.62,S
71.6,-51.55,27.69,G
20.54,-27.43,4.26,G
41.22,51.84,-8.08,S
30.77,-15.41,-22,G
51.57,-25.02,50.55,G
41.22,-41.21,-2.07,G
71.6,-27.52,-7.11,G
81.35,23.74,6.18,S
91.08,-13.22,3.82,G
51.57,-52.69,9.7,G
51.57,-18.37,55.88,G
81.35,-40.58,54.46,G
61.7,-52.09,10.63,G
71.6,-46.7,41.31,G
30.77,44.87,-16.65,S
51.57,-11.71,58.46,G
30.77,-39.18,2.14,G
30.77,-27.26,20.69,G
41.22,17.04,45.95,S
81.35,-19.64,-4.3,G
81.35,-33.04,4.96,G
61.7,-46.97,64.65,G
41.22,22.15,41.13,S
51.57,-56.86,49.22,G
41.22,-24.01,-14.24,G
71.6,-41.95,14.43,G
71.6,-40.28,53.23,G
20.54,-26.87,1.22,G
41.22,-38.39,31.53,G
61.7,-51.58,26.3,G
30.77,9.51,37.16,S
41.22,-33.18,41.15,G
81.35,-33.8,12.41,G
41.22,-53.43,8.61,G
61.7,-30.13,65.11,G
71.6,-39.21,-4.56,G
51.57,-52.87,15.46,G
71.6,-24.87,85.15,G
81.35,-21.19,-1.35,G
30.77,-25.67,-10.89,G
20.54,13.28,18.21,S
61.7,-51.88,5.51,G
41.22,-53.57,23.28,G
81.35,-30.49,65.57,G
30.77,-39.62,10.61,G
20.54,15.99,14.49,S
30.77,-23.96,27.29,G
71.6,-34.49,79.15,G
71.6,-41.54,5.41,G
61.7,-41.11,0.19,G
81.35,-38.45,34.02,G
30.77,3.1,25.71,S
41.22,-52.68,3.36,G
30.77,13.89,33.8,S
71.6,-41.85,9.77,G
41.22,-14.57,40.52,G
30.77,-49.93,6.94,G
41.22,-19.48,36.56,G
20.54,35.15,15.44,S
61.7,-52.22,16.26,G
20.54,36.64,9.24,S
51.57,-40.14,52.84,G
51.57,-63.28,28.95,G
30.77,-27.32,-6.72,G
20.54,25.15,16.6,S
81.35,-26.04,85.63,G
61.7,-14.02,73.17,G
51.57,-51.99,4.46,G
81.35,-33.63,8.67,G
41.22,-0.21,42.37,S
41.22,-54.08,14.27,G
61.7,-21.81,70.54,G
30.77,28.16,36.05,S
20.54,-14.85,15.25,G
30.77,-29.07,-1.92,G
81.35,-42.41,23.78,G
71.6,-40.91,1.15,G
30.77,-39.23,16.6,G
71.6,-51.55,27.69,G
20.54,-27.43,4.26,G
51.57,-25.02,50.55,G
41.22,-41.21,-2.07,G
61.7,-55.94,49.19,G
30.77,18.18,30.27,S
41.22,9.31,37.8,S
51.57,-52.69,9.7,G
51.57,-51.2,-1.36,G
51.57,-18.37,55.88,G
81.35,-40.58,54.46,G
61.7,-52.09,10.63,G
71.6,-46.7,41.31,G
51.57,-38.59,-7,G
51.57,-11.71,58.46,G
30.77,-39.18,2.14,G
30.77,-27.26,20.69,G
41.22,17.04,45.95,S
81.35,-19.64,-4.3,G
81.35,-33.04,4.96,G
61.7,-46.97,64.65,G
41.22,22.15,41.13,S
20.54,-27.79,7.33,G
51.57,-56.86,49.22,G
30.77,-0.15,26.58,S
71.6,-41.95,14.43,G
51.57,29.45,64.44,S
71.6,-40.28,53.23,G
41.22,-38.39,31.53,G
61.7,-51.58,26.3,G
30.77,9.51,37.16,S
41.22,-33.18,41.15,G
81.35,-33.8,12.41,G
41.22,-9.31,43.05,G
41.22,-53.43,8.61,G
61.7,-30.13,65.11,G
71.6,-39.21,-4.56,G
51.57,-52.87,15.46,G
71.6,-24.87,85.15,G
20.54,3.62,11.09,S
41.22,-4.87,43.26,G
91.08,-12.69,1.23,G
20.54,13.28,18.21,S
61.7,-51.88,5.51,G
41.22,-53.57,23.28,G
81.35,-30.49,65.57,G
41.22,51.06,58.81,S
30.77,-39.62,10.61,G
20.54,15.99,14.49,S
30.77,-23.96,27.29,G
71.6,-34.49,79.15,G
71.6,-41.54,5.41,G
61.7,-41.11,0.19,G
81.35,-38.45,34.02,G
30.77,3.1,25.71,S
41.22,-52.68,3.36,G
30.77,13.89,33.8,S
71.6,-41.85,9.77,G
41.22,-14.57,40.52,G
30.77,-49.93,6.94,G
41.22,-19.48,36.56,G
20.54,35.15,15.44,S
61.7,-52.22,16.26,G
41.22,4.42,40.43,S
51.57,19.79,58.75,S
41.22,-39.09,-8.33,G
71.6,-15.98,87.62,G
20.54,36.64,9.24,S
51.57,-40.14,52.84,G
81.35,-32.18,1.81,G
51.57,-63.28,28.95,G
20.54,10.16,21.44,S
51.57,13.12,63.99,S
30.77,-27.32,-6.72,G
20.54,25.15,16.6,S
81.35,-26.04,85.63,G
61.7,-14.02,73.17,G
51.57,-51.99,4.46,G
51.57,-6.4,58.71,G
81.35,-33.63,8.67,G
41.22,-0.21,42.37,S
41.22,-54.08,14.27,G
61.7,-21.81,70.54,G
51.57,-36.19,-11.99,G
30.77,28.16,36.05,S
30.77,-29.07,-1.92,G
81.35,-42.41,23.78,G
71.6,-40.91,1.15,G
30.77,40.89,36.03,S
91.08,-14.67,29.61,G
30.77,-39.23,16.6,G
41.22,32.37,46.62,S
71.6,-51.55,27.69,G
20.54,-27.43,4.26,G
51.57,-25.02,50.55,G
41.22,-41.21,-2.07,G
61.7,-55.94,49.19,G
30.77,18.18,30.27,S
51.57,5.33,54.9,S
41.22,9.31,37.8,S
51.57,-52.69,9.7,G
51.57,-51.2,-1.36,G
51.57,-18.37,55.88,G
81.35,-40.58,54.46,G
61.7,-52.09,10.63,G
71.6,-46.7,41.31,G
51.57,-11.71,58.46,G
30.77,-39.18,2.14,G
30.77,-27.26,20.69,G
41.22,17.04,45.95,S
81.35,-19.64,-4.3,G
81.35,-33.04,4.96,G
61.7,-46.97,64.65,G
41.22,22.15,41.13,S
20.54,-16.13,-4.67,G
20.54,-27.79,7.33,G
51.57,-56.86,49.22,G
41.22,-24.01,-14.24,G
71.6,-41.95,14.43,G
51.57,29.45,64.44,S
81.35,-18.27,-7.01,G
71.6,-40.28,53.23,G
20.54,-26.87,1.22,G
41.22,-38.39,31.53,G
61.7,-51.58,26.3,G
20.54,-17.35,7.46,G
41.22,-33.18,41.15,G
30.77,-22.84,-15.29,G
81.35,-33.8,12.41,G
41.22,-9.31,43.05,G
41.22,-53.43,8.61,G
20.54,-16.46,11.28,G
51.57,-32.36,-17.71,G
61.7,-30.13,65.11,G
71.6,-39.21,-4.56,G
51.57,-52.87,15.46,G
71.6,-24.87,85.15,G
81.35,-21.19,-1.35,G
30.77,-25.67,-10.89,G
20.54,13.28,18.21,S
61.7,-51.88,5.51,G
41.22,-53.57,23.28,G
81.35,-30.49,65.57,G
20.54,-17.18,-1.47,G
30.77,-39.62,10.61,G
20.54,15.99,14.49,S
61.7,-36.77,-10.9,G
30.77,-23.96,27.29,G
71.6,-34.49,79.15,G
71.6,-41.54,5.41,G
61.7,-41.11,0.19,G
81.35,-38.45,34.02,G
30.77,3.1,25.71,S
41.22,-52.68,3.36,G
30.77,13.89,33.8,S
71.6,-41.85,9.77,G
41.22,-36.33,-13.61,G
41.22,-14.57,40.52,G
30.77,-49.93,6.94,G
41.22,-19.48,36.56,G
20.54,35.15,15.44,S
61.7,-52.22,16.26,G
41.22,4.42,40.43,S
51.57,19.79,58.75,S
71.6,-25.13,-11.03,G
41.22,-39.09,-8.33,G
20.54,36.64,9.24,S
51.57,-40.14,52.84,G
81.35,-32.18,1.81,G
71.6,-18.37,-18.07,G
51.57,-63.28,28.95,G
20.54,10.16,21.44,S
30.77,-27.32,-6.72,G
20.54,25.15,16.6,S
81.35,-26.04,85.63,G
61.7,-14.02,73.17,G
51.57,-51.99,4.46,G
51.57,-6.4,58.71,G
81.35,-33.63,8.67,G
41.22,-54.08,14.27,G
61.7,-21.81,70.54,G
51.57,-36.19,-11.99,G
30.77,28.16,36.05,S
61.7,-39.17,-5.88,G
30.77,-29.07,-1.92,G
81.35,-42.41,23.78,G
71.6,-40.91,1.15,G
30.77,-39.23,16.6,G
41.22,32.37,46.62,S
71.6,-51.55,27.69,G
20.54,-27.43,4.26,G
51.57,-25.02,50.55,G
41.22,-41.21,-2.07,G
61.7,-55.94,49.19,G
30.77,18.18,30.27,S
51.57,5.33,54.9,S
71.6,-27.52,-7.11,G
41.22,9.31,37.8,S
51.57,-52.69,9.7,G
51.57,-51.2,-1.36,G
51.57,-18.37,55.88,G
